point_id,x,y,point_type,CId,# of distance/similarity calculations
61,563.982971,190.306,1,2,25
62,320.544006,334.019012,1,40,20
63,129.748001,415.173004,1,18,21
64,564.97699,405.80899,1,27,24
65,626.16803,325.358002,1,5,21
66,170.098007,278.631989,1,18,20
67,243.063004,441.615997,1,18,20
68,441.855988,166.511993,1,2,29
69,641.458008,402.427002,1,27,26
70,165.677002,258.368011,1,18,21
71,615.776001,123.528999,1,2,24
72,47.348,173.026993,1,18,20
73,286.177002,342.243988,1,40,21
74,42.349998,154.636002,1,18,20
75,163.807999,359.445007,1,18,20
76,148.070007,264.644989,1,18,20
77,473.192993,318.136993,1,27,24
78,110.273003,148.951004,1,40,24
79,154.587997,342.123993,1,18,20
80,216.731003,284.403015,1,40,20
81,188.031006,106.501999,1,5,24
82,626.596985,408.743011,1,27,22
83,145.341003,168.382004,1,40,21
84,617.981018,186.985001,1,2,23
85,223.218002,98.852997,1,5,24
86,646.952026,121.884003,1,2,24
87,613.054993,198.557007,1,2,23
88,217.100006,353.244995,1,18,20
89,238.944,336.570007,1,18,22
90,476.220001,155.419998,1,2,23
91,169.203995,62.771,1,2,30
92,21.128,311.597992,1,18,20
93,75.241997,182.811005,1,18,21
94,353.394989,417.424011,1,40,22
95,129.201004,68.598,1,5,23
96,170.356995,371.300995,1,18,20
97,320.928009,424.826996,1,40,20
98,516.401978,86.344002,1,2,23
99,359.776001,423.584015,1,40,23
100,638.393982,86.559998,1,2,24
101,150.483002,75.369003,1,5,24
102,600.05603,427.462006,1,27,23
103,547.299988,454.506012,1,27,22
104,135.699997,272.295013,1,18,20
105,369.291992,363.919006,1,40,23
106,127.582001,87.001999,1,27,22
107,558.185974,327.880005,1,5,23
108,297.020996,261.791992,1,27,21
109,160.970993,335.471008,1,18,20
110,228.677002,408.656006,1,18,20
111,303.339996,79.885002,1,2,25
112,199.936996,144.559998,1,27,22
113,126.147003,426.477997,1,18,20
114,536.09198,243.266998,1,5,24
115,211.455994,169.444,1,27,24
116,628.419006,173.817001,1,2,25
117,555.273987,280.162994,1,5,24
118,284.822998,433.441986,1,18,22
119,205.843994,156.134995,1,27,24
120,252.940002,342.634003,1,40,24
121,289.777008,85.092003,1,2,25
122,161.942001,107.855003,1,27,23
123,678.869995,439.984985,1,27,22
124,668.520996,441.214996,1,27,24
125,496.812988,353.347992,1,27,23
126,473.494995,40.794998,1,2,26
127,136.164993,234.908997,1,18,20
128,331.536987,277.278992,1,27,21
129,227.753998,161.722,1,27,23
130,29.653999,94.833,1,18,21
131,59.145,134.664993,1,18,21
132,567.411011,281.058014,1,5,20
133,345.661011,333.121002,1,40,25
134,410.20401,399.162994,1,40,23
135,427.972992,313.82901,1,27,21
136,544.440979,446.593994,1,27,21
137,199.862,417.181,1,18,20
138,314.30899,322.428986,1,40,23
139,50.758999,82.452003,1,18,20
140,584.98999,401.860992,1,27,25
141,435.265991,158.348999,1,2,27
142,43.442001,345.700989,1,18,20
143,105.735001,266.322998,1,18,20
144,167.479004,175.306,1,40,21
145,154.638,357.752991,1,18,20
146,390.036987,278.677002,1,27,25
147,590.210022,288.769012,1,5,20
148,639.905029,111.399002,1,2,23
149,606.062988,138.800003,1,2,27
150,561.278015,295.947998,1,5,23
151,318.694,369.30899,1,40,21
152,242.164993,274.343994,1,40,23
153,644.638,102.209999,1,2,24
154,102.455002,162.998001,1,18,20
155,419.838989,290.972992,1,27,22
156,539.109009,215.755005,1,5,28
157,188.621994,417.372986,1,18,20
158,375.708008,399.623993,1,40,20
159,361.789001,349.989014,1,40,25
160,605.15802,394.075012,1,27,21
161,30.992001,171.520996,1,18,20
162,221.783005,106.579002,1,5,21
163,205.268997,138.574005,1,27,23
164,185.667999,335.604004,1,18,20
165,424.294006,97.509003,1,2,27
166,523.036011,399.070007,1,27,25
167,631.953003,90.276001,1,2,24
168,177.535004,415.957001,1,18,20
169,334.993011,339.56601,1,40,21
170,513.419983,414.022003,1,27,22
171,201.416,163.787994,1,27,22
172,75.614998,461.57901,1,18,20
173,645.271973,89.614998,1,2,24
174,503.428986,236.263,1,5,22
175,312.492004,210.246994,1,27,24
176,606.664001,427.973999,1,27,22
177,481.533997,161.421997,1,2,25
178,517.442017,406.076996,1,27,22
179,237.694,108.414001,1,5,23
180,447.132996,312.509003,1,27,20
181,522.184021,366.365997,1,27,21
182,428.716003,279.231995,1,27,21
183,657.953979,380.846008,1,5,25
184,125.621002,323.664001,1,18,20
185,203.886993,440.687012,1,18,20
186,138.916,419.429993,1,18,20
187,530.117004,253.397995,1,5,21
188,162.988007,421.220001,1,18,20
189,423.479004,292.575989,1,27,21
190,525.344971,249.365005,1,5,21
191,445.312012,133.772995,1,2,23
192,52.852001,51.333,1,40,23
193,652.184021,369.588989,1,5,24
194,522.461975,396.860992,1,27,23
195,560.739014,344.040009,1,5,22
196,68.316002,152.404007,1,18,20
197,113.525002,399.234985,1,18,20
198,361.20401,261.708008,1,27,21
199,35.911999,370.350006,1,18,20
