point_id,x,y,point_type,CId,# of distance/similarity calculations
57,11.952,9.682,1,4,599.0
58,11.772,9.924,1,4,599.0
59,11.502,10.008,1,4,599.0
60,12.134,9.482,1,4,599.0
61,11.628,10.286,1,4,599.0
62,12.064,9.616,1,4,599.0
63,11.906,9.82,1,4,599.0
64,11.736,10.29,1,4,599.0
65,12.114,10.904,1,4,599.0
66,11.59,9.712,1,4,599.0
67,12.648,9.814,1,4,599.0
68,12.164,11.018,1,4,599.0
69,12.22,9.796,1,4,599.0
70,11.846,9.634,1,4,599.0
71,11.808,10.058,1,4,599.0
72,12.096,9.846,1,4,599.0
73,11.594,10.078,1,4,599.0
74,12.252,9.938,1,4,599.0
75,11.998,9.676,1,4,599.0
76,11.894,10.012,1,4,599.0
77,12.274,9.936,1,4,599.0
78,12.176,10.364,1,4,599.0
79,12.104,10.388,1,4,599.0
80,11.372,11.466,1,2,599.0
81,10.94,11.482,1,2,599.0
82,11.084,11.554,1,2,599.0
83,11.232,11.374,1,2,599.0
84,11.22,11.64,1,2,599.0
85,10.962,11.75,1,2,599.0
86,11.014,11.746,1,2,599.0
87,11.524,10.982,1,2,599.0
88,11.012,11.364,1,2,599.0
89,11.2,11.062,1,2,599.0
90,11.626,11.894,1,2,599.0
91,11.23,11.728,1,2,599.0
92,11.144,11.91,1,2,599.0
93,11.106,11.868,1,2,599.0
94,11.53,11.918,1,2,599.0
95,11.21,11.114,1,2,599.0
96,10.746,11.702,1,3,599.0
97,11.154,11.692,1,2,599.0
98,11.412,11.924,1,2,599.0
99,10.948,11.532,1,2,599.0
100,10.988,12.298,1,3,599.0
101,10.96,11.392,1,2,599.0
102,11.656,11.346,1,2,599.0
103,11.178,12.062,1,2,599.0
104,11.368,11.56,1,2,599.0
105,11.264,11.724,1,2,599.0
106,11.554,11.576,1,2,599.0
107,10.974,11.114,1,2,599.0
108,11.12,11.634,1,2,599.0
109,11.51,12.052,1,2,599.0
110,10.95,11.402,1,2,599.0
111,11.864,12.406,1,2,599.0
112,11.198,10.854,1,2,599.0
113,11.65,11.496,1,2,599.0
114,11.248,11.722,1,2,599.0
115,11.602,11.888,1,2,599.0
116,11.424,11.454,1,2,599.0
117,11.312,11.718,1,2,599.0
118,10.736,11.68,1,3,599.0
119,11.56,11.798,1,2,599.0
120,10.028,12.268,1,5,599.0
121,9.282,11.976,1,5,599.0
122,9.178,11.53,1,5,599.0
123,9.954,12.398,1,5,599.0
124,9.622,11.558,1,5,599.0
125,9.914,11.844,1,5,599.0
126,9.07,11.092,1,5,599.0
127,10.578,11.354,1,2,599.0
128,9.582,12.14,1,5,599.0
129,9.622,11.528,1,5,599.0
130,9.35,11.71,1,5,599.0
131,10.234,11.974,1,5,599.0
132,8.986,12.31,1,5,599.0
133,9.438,12.11,1,5,599.0
134,9.592,12.012,1,5,599.0
135,9.666,11.88,1,5,599.0
136,9.364,12.012,1,5,599.0
137,9.71,11.772,1,5,599.0
138,9.992,11.836,1,5,599.0
139,9.916,12.028,1,5,599.0
140,9.382,12.226,1,5,599.0
141,9.808,12.23,1,5,599.0
142,9.272,12.152,1,5,599.0
143,9.392,11.18,1,5,599.0
144,9.28,11.976,1,5,599.0
145,9.848,11.632,1,5,599.0
146,9.322,11.514,1,5,599.0
147,9.718,11.95,1,5,599.0
148,9.12,11.76,1,5,599.0
149,8.978,12.37,1,5,599.0
150,10.072,12.202,1,5,599.0
151,9.966,11.822,1,5,599.0
152,9.506,11.648,1,5,599.0
153,9.702,11.536,1,5,599.0
154,9.45,11.96,1,5,599.0
155,9.916,11.962,1,5,599.0
156,9.96,11.538,1,5,599.0
157,9.014,11.744,1,5,599.0
158,9.024,11.846,1,5,599.0
159,10.296,11.61,1,3,599.0
160,7.87,10.838,1,5,599.0
161,8.164,10.534,1,5,599.0
162,8.214,10.62,1,5,599.0
163,8.166,10.698,1,5,599.0
164,8.05,10.746,1,5,599.0
165,7.978,11.13,1,5,599.0
166,8.08,10.992,1,5,599.0
167,8.472,11.082,1,5,599.0
168,8.494,10.584,1,5,599.0
169,8.354,10.38,1,5,599.0
170,8.096,10.714,1,5,599.0
171,7.882,10.832,1,5,599.0
172,7.908,11.346,1,5,599.0
173,7.814,10.872,1,5,599.0
174,8.28,10.104,1,5,599.0
175,8.082,10.676,1,5,599.0
176,8.068,10.118,1,5,599.0
177,8.116,10.698,1,5,599.0
178,8.042,10.79,1,5,599.0
179,8.096,10.878,1,5,599.0
180,8.124,10.932,1,5,599.0
181,8.632,11.124,1,5,599.0
182,8.27,10.716,1,5,599.0
183,7.622,10.148,1,5,599.0
184,8.198,11.398,1,5,599.0
185,8.582,11.064,1,5,599.0
186,7.942,11.076,1,5,599.0
187,8.004,10.574,1,5,599.0
188,8.504,11.378,1,5,599.0
189,8.118,11.012,1,5,599.0
190,7.874,11.296,1,5,599.0
191,7.668,10.924,1,5,599.0
192,7.966,10.72,1,5,599.0
193,7.94,10.996,1,5,599.0
194,7.988,11.228,1,5,599.0
195,8.164,11.112,1,5,599.0
196,8.386,10.772,1,5,599.0
197,8.248,10.994,1,5,599.0
198,8.286,10.734,1,5,599.0
199,8.224,10.316,1,5,599.0
200,7.976,9.578,1,5,599.0
201,7.876,8.796,1,3,599.0
202,8.172,9.01,1,3,599.0
203,8.068,9.202,1,3,599.0
204,8.416,8.654,1,2,599.0
205,8.71,8.458,1,2,599.0
206,8.056,8.434,1,2,599.0
207,7.304,9.266,1,5,599.0
208,8.118,8.608,1,2,599.0
209,7.616,9.446,1,5,599.0
210,8.092,8.956,1,3,599.0
211,8.368,8.968,1,2,599.0
212,8.022,9.334,1,5,599.0
213,8.32,9.062,1,3,599.0
214,7.832,8.952,1,3,599.0
215,7.704,8.672,1,3,599.0
216,8.236,9.108,1,3,599.0
217,8.37,8.904,1,2,599.0
218,8.352,8.896,1,2,599.0
219,8.046,9.228,1,5,599.0
220,7.71,9.538,1,5,599.0
221,8.534,8.55,1,2,599.0
222,7.996,9.172,1,5,599.0
223,8.046,9.204,1,3,599.0
224,8.622,9.174,1,2,599.0
225,7.776,8.898,1,3,599.0
226,8.226,9.038,1,3,599.0
227,7.904,9.194,1,5,599.0
228,7.874,8.856,1,3,599.0
229,7.992,8.952,1,3,599.0
230,8.262,9.468,1,5,599.0
231,8.088,9.294,1,5,599.0
232,8.034,9.792,1,5,599.0
233,8.352,9.016,1,3,599.0
234,7.85,9.334,1,5,599.0
235,8.404,9.366,1,3,599.0
236,7.892,8.808,1,3,599.0
237,8.202,9.232,1,3,599.0
238,7.668,9.026,1,5,599.0
239,8.242,9.308,1,3,599.0
240,9.432,8.61,1,4,599.0
241,10.066,8.19,1,4,599.0
242,9.146,8.044,1,4,599.0
243,9.662,7.866,1,4,599.0
244,9.6,7.874,1,4,599.0
245,8.618,8.552,1,2,599.0
246,9.334,7.658,1,4,599.0
247,9.424,7.83,1,4,599.0
248,8.892,8.166,1,4,599.0
249,9.386,7.746,1,4,599.0
250,9.878,8.054,1,4,599.0
251,9.558,7.948,1,4,599.0
252,9.222,8.002,1,4,599.0
253,9.52,8.282,1,4,599.0
254,9.76,7.932,1,4,599.0
255,9.568,8.052,1,4,599.0
256,9.736,7.552,1,4,599.0
257,9.584,8.478,1,4,599.0
258,9.358,8.242,1,4,599.0
259,9.404,7.79,1,4,599.0
260,9.458,8.54,1,4,599.0
261,9.482,7.766,1,4,599.0
262,8.844,8.024,1,4,599.0
263,9.29,8.472,1,4,599.0
264,9.274,7.566,1,4,599.0
265,9.11,8.014,1,4,599.0
266,9.542,7.688,1,4,599.0
267,9.432,8.122,1,4,599.0
268,9.786,8.066,1,4,599.0
269,9.382,7.664,1,4,599.0
270,9.404,8.228,1,4,599.0
271,9.146,8.158,1,4,599.0
272,9.622,8.004,1,4,599.0
273,10.286,7.892,1,4,599.0
274,9.43,7.676,1,4,599.0
275,9.44,8.058,1,4,599.0
276,9.788,7.684,1,4,599.0
277,9.586,7.91,1,4,599.0
278,9.694,7.448,1,4,599.0
279,9.576,7.866,1,4,599.0
280,11.442,8.688,1,4,599.0
281,11.466,8.558,1,4,599.0
282,10.674,8.936,1,4,599.0
283,11.23,8.126,1,4,599.0
284,11.614,8.588,1,4,599.0
285,11.59,8.496,1,4,599.0
286,11.536,7.586,1,4,599.0
287,11.638,8.266,1,4,599.0
288,11.16,8.43,1,4,599.0
289,10.904,8.532,1,4,599.0
290,11.284,8.742,1,4,599.0
291,11.25,8.192,1,4,599.0
292,10.84,8.218,1,4,599.0
293,11.798,8.836,1,4,599.0
294,11.51,8.094,1,4,599.0
295,10.932,7.796,1,4,599.0
296,11.404,8.206,1,4,599.0
297,11.088,8.326,1,4,599.0
298,11.334,8.17,1,4,599.0
299,11.272,8.394,1,4,599.0
300,11.59,8.408,1,4,599.0
301,11.212,8.516,1,4,599.0
302,11.566,8.024,1,4,599.0
303,11.246,8.584,1,4,599.0
304,11.252,8.566,1,4,599.0
305,10.78,8.294,1,4,599.0
306,11.04,8.322,1,4,599.0
307,11.198,7.886,1,4,599.0
308,11.168,8.262,1,4,599.0
309,11.88,8.08,1,4,599.0
310,11.356,8.586,1,4,599.0
311,11.182,8.342,1,4,599.0
312,10.836,8.664,1,4,599.0
313,11.696,8.906,1,4,599.0
314,11.282,8.28,1,4,599.0
315,10.718,8.534,1,4,599.0
316,10.444,8.684,1,4,599.0
317,11.124,8.618,1,4,599.0
318,11.392,8.94,1,4,599.0
319,11.212,8.308,1,4,599.0
320,16.674,9.638,1,9,599.0
321,16.162,10.302,1,4,599.0
322,16.612,10.218,1,4,599.0
323,16.1,9.702,1,4,599.0
324,16.404,10.072,1,4,599.0
325,15.93,10.106,1,4,599.0
326,16.128,9.888,1,4,599.0
327,16.41,10.188,1,4,599.0
328,15.982,9.92,1,4,599.0
329,16.224,10.02,1,4,599.0
330,16.296,9.458,1,9,599.0
331,16.586,10.174,1,4,599.0
332,16.314,10.716,1,4,599.0
333,16.278,9.452,1,9,599.0
334,16.622,9.652,1,4,599.0
335,16.22,9.494,1,4,599.0
336,16.626,10.162,1,4,599.0
337,16.982,10.596,1,4,599.0
338,16.27,10.128,1,4,599.0
339,16.202,9.7,1,4,599.0
340,16.532,9.776,1,4,599.0
341,17.124,9.726,1,9,599.0
342,16.47,9.698,1,4,599.0
343,16.004,10.28,1,4,599.0
344,16.366,9.796,1,4,599.0
345,16.268,9.522,1,4,599.0
346,16.13,9.748,1,4,599.0
347,16.67,10.498,1,4,599.0
348,16.488,10.542,1,4,599.0
349,16.57,10.21,1,4,599.0
350,16.456,10.112,1,4,599.0
351,16.482,9.986,1,4,599.0
352,16.584,9.754,1,4,599.0
353,16.1,9.93,1,4,599.0
354,16.226,9.67,1,4,599.0
355,16.448,9.566,1,4,599.0
356,16.572,9.624,1,4,599.0
357,16.436,9.41,1,9,599.0
358,16.502,9.98,1,4,599.0
359,16.418,9.966,1,4,599.0
360,14.362,14.644,1,2,599.0
361,14.138,14.63,1,2,599.0
362,14.064,15.072,1,2,599.0
363,13.692,14.958,1,3,599.0
364,14.238,15.296,1,2,599.0
365,13.73,15.128,1,3,599.0
366,13.952,14.868,1,2,599.0
367,13.986,14.77,1,2,599.0
368,13.916,14.996,1,2,599.0
369,13.874,14.954,1,2,599.0
370,14.168,15.276,1,2,599.0
371,14.278,15.152,1,2,599.0
372,14.098,14.9,1,2,599.0
373,13.764,15.212,1,3,599.0
374,13.948,14.218,1,2,599.0
375,14.13,14.838,1,2,599.0
376,13.362,14.932,1,3,599.0
377,13.546,14.844,1,3,599.0
378,14.13,15.11,1,2,599.0
379,13.816,14.602,1,2,599.0
380,14.386,14.686,1,2,599.0
381,13.786,14.726,1,2,599.0
382,14.204,14.822,1,2,599.0
383,13.856,15.206,1,3,599.0
384,14.074,14.384,1,2,599.0
385,13.68,14.988,1,3,599.0
386,14.204,14.976,1,2,599.0
387,13.388,15.39,1,5,599.0
388,13.708,15.048,1,3,599.0
389,14.114,15.366,1,3,599.0
390,14.4,15.04,1,2,599.0
391,14.194,15.04,1,2,599.0
392,13.888,15.436,1,3,599.0
393,13.958,15.322,1,3,599.0
394,13.922,14.802,1,2,599.0
395,13.652,14.602,1,2,599.0
396,14.294,14.996,1,2,599.0
397,13.81,14.526,1,2,599.0
398,13.408,15.34,1,3,599.0
399,13.834,14.778,1,2,599.0
400,8.826,16.474,1,5,599.0
401,8.33,16.488,1,7,599.0
402,8.468,16.378,1,5,599.0
403,8.904,15.846,1,5,599.0
404,8.662,16.354,1,5,599.0
405,8.684,16.776,1,5,599.0
406,8.33,16.066,1,5,599.0
407,8.904,16.402,1,5,599.0
408,8.778,16.486,1,5,599.0
409,8.81,16.458,1,5,599.0
410,8.398,16.576,1,7,599.0
411,8.542,15.918,1,5,599.0
412,9.064,16.456,1,5,599.0
413,9.152,16.094,1,5,599.0
414,8.614,15.908,1,5,599.0
415,8.566,17.012,1,7,599.0
416,8.12,16.11,1,7,599.0
417,8.844,16.026,1,5,599.0
418,8.398,16.282,1,5,599.0
419,8.808,15.59,1,5,599.0
420,8.502,16.166,1,5,599.0
421,8.942,16.19,1,5,599.0
422,8.376,16.112,1,5,599.0
423,8.518,15.84,1,5,599.0
424,8.878,16.004,1,5,599.0
425,8.582,16.774,1,7,599.0
426,8.248,16.154,1,7,599.0
427,8.588,16.24,1,5,599.0
428,8.706,16.374,1,5,599.0
429,8.524,16.392,1,5,599.0
430,8.458,16.452,1,5,599.0
431,8.83,16.36,1,5,599.0
432,8.616,16.112,1,5,599.0
433,8.844,16.362,1,5,599.0
434,8.468,15.928,1,5,599.0
435,8.62,16.674,1,5,599.0
436,8.974,16.53,1,5,599.0
437,8.826,16.084,1,5,599.0
438,8.104,15.962,1,7,599.0
439,8.386,16.24,1,5,599.0
440,4.576,12.878,1,6,599.0
441,4.46,13.16,1,6,599.0
442,3.632,12.862,1,6,599.0
443,4.238,12.506,1,6,599.0
444,4.348,13.268,1,6,599.0
445,3.788,12.372,1,6,599.0
446,4.19,12.772,1,6,599.0
447,3.86,12.706,1,6,599.0
448,3.978,13.308,1,6,599.0
449,4.336,12.854,1,6,599.0
450,4.218,13.03,1,6,599.0
451,4.25,13.002,1,6,599.0
452,4.334,13.06,1,6,599.0
453,4.654,12.566,1,6,599.0
454,4.38,12.792,1,6,599.0
455,3.968,13.016,1,6,599.0
456,4.614,12.526,1,6,599.0
457,3.95,12.67,1,6,599.0
458,4.038,12.67,1,6,599.0
459,4.426,12.238,1,6,599.0
460,4.066,12.514,1,6,599.0
461,4.248,12.392,1,6,599.0
462,4.61,12.95,1,6,599.0
463,4.328,12.99,1,6,599.0
464,4.5,12.522,1,6,599.0
465,4.176,12.71,1,6,599.0
466,4.492,12.464,1,6,599.0
467,4.134,12.834,1,6,599.0
468,4.316,12.764,1,6,599.0
469,4.454,12.084,1,6,599.0
470,4.052,12.934,1,6,599.0
471,4.26,13.118,1,6,599.0
472,4.058,13.718,1,6,599.0
473,4.24,12.626,1,6,599.0
474,3.838,12.232,1,6,599.0
475,4.128,13.4,1,6,599.0
476,3.764,12.38,1,6,599.0
477,4.424,13.186,1,6,599.0
478,4.234,12.994,1,6,599.0
479,5.13,13.296,1,6,599.0
480,3.9,6.742,1,5,599.0
481,3.994,7.206,1,5,599.0
482,4.278,7.222,1,5,599.0
483,4.172,6.848,1,5,599.0
484,3.882,6.894,1,5,599.0
485,3.936,6.994,1,5,599.0
486,4.162,6.87,1,5,599.0
487,3.762,7.1,1,5,599.0
488,4.256,7.612,1,5,599.0
489,4.55,6.822,1,5,599.0
490,4.062,6.984,1,5,599.0
491,4.026,7.23,1,5,599.0
492,4.364,7.184,1,5,599.0
493,4.292,7.208,1,5,599.0
494,4.288,6.91,1,5,599.0
495,4.018,7.062,1,5,599.0
496,4.07,7.104,1,5,599.0
497,4.548,7.654,1,5,599.0
498,4.402,7.082,1,5,599.0
499,3.692,7.49,1,7,599.0
500,4.888,7.194,1,5,599.0
501,4.456,7.146,1,5,599.0
502,4.732,7.154,1,5,599.0
503,4.088,7.212,1,5,599.0
504,4.502,6.928,1,5,599.0
505,3.402,7.434,1,7,599.0
506,4.246,6.692,1,5,599.0
507,4.166,7.256,1,5,599.0
508,4.852,6.83,1,5,599.0
509,4.398,7.428,1,5,599.0
510,5.016,7.054,1,5,599.0
511,4.25,6.76,1,5,599.0
512,3.738,7.082,1,5,599.0
513,4.254,7.264,1,5,599.0
514,4.122,7.238,1,5,599.0
515,3.878,7.232,1,5,599.0
516,4.55,7.29,1,5,599.0
517,4.03,7.126,1,5,599.0
518,4.412,7.022,1,5,599.0
519,4.276,7.244,1,5,599.0
520,8.376,3.788,1,9,599.0
521,8.81,3.864,1,8,599.0
522,8.218,3.548,1,8,599.0
523,8.374,3.748,1,9,599.0
524,8.102,4.3,1,9,599.0
525,8.386,3.952,1,9,599.0
526,8.858,3.274,1,8,599.0
527,8.884,3.504,1,8,599.0
528,8.294,3.38,1,8,599.0
529,8.38,3.178,1,8,599.0
530,8.738,4.294,1,9,599.0
531,9.1,3.84,1,8,599.0
532,9.086,3.6,1,8,599.0
533,8.616,3.45,1,8,599.0
534,8.624,3.698,1,8,599.0
535,8.632,3.82,1,8,599.0
536,8.286,3.704,1,9,599.0
537,8.816,3.58,1,8,599.0
538,8.722,3.854,1,8,599.0
539,8.298,3.378,1,8,599.0
540,9.014,4.034,1,9,599.0
541,8.87,3.554,1,8,599.0
542,8.562,3.662,1,8,599.0
543,8.6,3.828,1,8,599.0
544,8.94,3.836,1,8,599.0
545,8.768,4.32,1,9,599.0
546,8.838,3.926,1,8,599.0
547,8.288,3.466,1,8,599.0
548,8.652,3.782,1,8,599.0
549,8.376,3.956,1,9,599.0
550,7.724,3.414,1,8,599.0
551,8.374,4.136,1,9,599.0
552,8.6,3.712,1,8,599.0
553,9.026,3.788,1,8,599.0
554,8.534,3.252,1,8,599.0
555,8.874,3.602,1,8,599.0
556,8.796,3.888,1,8,599.0
557,8.592,3.988,1,9,599.0
558,8.98,4.014,1,9,599.0
559,8.562,3.856,1,9,599.0
560,13.894,4.16,1,8,599.0
561,14.278,5.26,1,8,599.0
562,14.364,4.748,1,8,599.0
563,14.108,4.918,1,8,599.0
564,13.998,5.498,1,8,599.0
565,14.4,5.296,1,8,599.0
566,14.3,5.368,1,8,599.0
567,13.958,5.35,1,8,599.0
568,13.842,4.984,1,8,599.0
569,13.85,4.246,1,8,599.0
570,13.978,5.356,1,8,599.0
571,14.366,5.104,1,8,599.0
572,14.272,4.94,1,8,599.0
573,14.336,5.176,1,8,599.0
574,14.744,5.248,1,8,599.0
575,14.306,5.06,1,8,599.0
576,13.986,5.05,1,8,599.0
577,14.44,5.33,1,8,599.0
578,14.004,4.92,1,8,599.0
579,13.332,4.592,1,8,599.0
580,14.218,5.544,1,8,599.0
581,14.154,4.768,1,8,599.0
582,13.468,4.92,1,8,599.0
583,13.67,5.406,1,8,599.0
584,13.664,5.016,1,8,599.0
585,14.12,4.87,1,8,599.0
586,13.836,4.51,1,8,599.0
587,14.204,5.064,1,8,599.0
588,14.004,5.228,1,8,599.0
589,13.266,4.858,1,8,599.0
590,13.668,5.34,1,8,599.0
591,14.528,4.812,1,8,599.0
592,14.318,4.592,1,8,599.0
593,14.018,5.182,1,8,599.0
594,14.37,4.884,1,8,599.0
595,14.198,4.804,1,8,599.0
596,14.32,4.59,1,8,599.0
597,13.636,5.218,1,8,599.0
598,14.41,4.656,1,8,599.0
599,14.02,5.614,1,8,599.0
