point_id,x,y,point_type,CId,# of distance/similarity calculations
150,19.1,9.55,1,3,372.0
151,17.5,8.3,1,3,372.0
152,17.55,8.1,1,3,372.0
153,17.85,7.55,1,3,372.0
154,18.2,8.35,1,3,372.0
155,19.3,9.1,1,3,372.0
156,19.4,8.85,1,3,372.0
157,19.05,8.85,1,3,372.0
158,18.9,8.5,1,3,372.0
159,18.6,7.85,1,3,372.0
160,18.7,7.65,1,3,372.0
161,19.35,8.2,1,3,372.0
162,19.95,8.3,1,3,372.0
163,20.0,8.9,1,3,372.0
164,20.3,8.9,1,3,372.0
165,20.55,8.8,1,3,372.0
166,18.35,6.95,1,3,372.0
167,18.65,6.9,1,3,372.0
168,19.3,7.0,1,3,372.0
169,19.1,6.85,1,3,372.0
170,19.15,6.65,1,3,372.0
171,21.2,8.8,1,3,372.0
172,21.4,8.8,1,3,372.0
173,21.1,8.0,1,3,372.0
174,20.4,7.0,1,3,372.0
175,20.5,6.35,1,3,372.0
176,20.1,6.05,1,3,372.0
177,20.45,5.15,1,3,372.0
178,20.95,5.55,1,3,372.0
179,20.95,6.2,1,3,372.0
180,20.9,6.6,1,3,372.0
181,21.05,7.0,1,3,372.0
182,21.85,8.5,1,3,372.0
183,21.9,8.2,1,3,372.0
184,22.3,7.7,1,3,372.0
185,21.85,6.65,1,3,372.0
186,21.3,5.05,1,3,372.0
187,22.6,6.7,1,3,372.0
188,22.5,6.15,1,3,372.0
189,23.65,7.2,1,3,372.0
190,24.1,7.0,1,3,372.0
191,21.95,4.8,1,3,372.0
192,22.15,5.05,1,3,372.0
193,22.45,5.3,1,3,372.0
194,22.45,4.9,1,3,372.0
195,22.7,5.5,1,3,372.0
196,23.0,5.6,1,3,372.0
197,23.2,5.3,1,3,372.0
198,23.45,5.95,1,3,372.0
199,23.75,5.95,1,3,372.0
200,24.45,6.15,1,3,372.0
201,24.6,6.45,1,3,372.0
202,25.2,6.55,1,3,372.0
203,26.05,6.4,1,3,372.0
204,25.3,5.75,1,3,372.0
205,24.35,5.35,1,3,372.0
206,23.3,4.9,1,3,372.0
207,22.95,4.75,1,3,372.0
208,22.4,4.55,1,3,372.0
209,22.8,4.1,1,3,372.0
210,22.9,4.0,1,3,372.0
211,23.25,3.85,1,3,372.0
212,23.45,3.6,1,4,372.0
213,23.55,4.2,1,3,372.0
214,23.8,3.65,1,4,372.0
215,23.8,4.75,1,3,372.0
216,24.2,4.0,1,3,372.0
217,24.55,4.0,1,4,372.0
218,24.7,3.85,1,4,372.0
219,24.7,4.3,1,3,372.0
220,24.9,4.75,1,3,372.0
221,26.4,5.7,1,3,372.0
222,27.15,5.95,1,3,372.0
223,27.3,5.45,1,3,372.0
224,27.5,5.45,1,3,372.0
225,27.55,5.1,1,3,372.0
226,26.85,4.95,1,3,372.0
227,26.6,4.9,1,3,372.0
228,26.85,4.4,1,3,372.0
229,26.2,4.4,1,3,372.0
230,26.0,4.25,1,3,372.0
231,25.15,4.1,1,4,372.0
232,25.6,3.9,1,4,372.0
233,25.85,3.6,1,4,372.0
234,24.95,3.35,1,4,372.0
235,25.1,3.25,1,4,372.0
236,25.45,3.15,1,4,372.0
237,26.85,2.95,1,4,372.0
238,27.15,3.15,1,4,372.0
239,27.2,3.0,1,4,372.0
240,27.95,3.25,1,4,372.0
241,27.95,3.5,1,4,372.0
242,28.8,4.05,1,4,372.0
243,28.8,4.7,1,3,372.0
244,28.75,5.45,1,3,372.0
245,28.6,5.75,1,3,372.0
246,29.25,6.3,1,3,372.0
247,30.0,6.55,1,3,372.0
248,30.6,3.4,1,4,372.0
249,30.05,3.45,1,4,372.0
250,29.75,3.45,1,4,372.0
251,29.2,4.0,1,4,372.0
252,29.45,4.05,1,4,372.0
253,29.05,4.55,1,4,372.0
254,29.4,4.85,1,3,372.0
255,29.5,4.7,1,4,372.0
256,29.9,4.45,1,4,372.0
257,30.75,4.45,1,4,372.0
258,30.4,4.05,1,4,372.0
259,30.8,3.95,1,4,372.0
260,31.05,3.95,1,4,372.0
261,30.9,5.2,1,3,372.0
262,30.65,5.85,1,3,372.0
263,30.7,6.15,1,3,372.0
264,31.5,6.25,1,3,372.0
265,31.65,6.55,1,3,372.0
266,32.0,7.0,1,3,372.0
267,32.5,7.95,1,3,372.0
268,33.35,7.45,1,3,372.0
269,32.6,6.95,1,3,372.0
270,32.65,6.6,1,3,372.0
271,32.55,6.35,1,3,372.0
272,32.35,6.1,1,3,372.0
273,32.55,5.8,1,3,372.0
274,32.2,5.05,1,4,372.0
275,32.35,4.25,1,4,372.0
276,32.9,4.15,1,4,372.0
277,32.7,4.6,1,4,372.0
278,32.75,4.85,1,4,372.0
279,34.1,4.6,1,4,372.0
280,34.1,5.0,1,4,372.0
281,33.6,5.25,1,4,372.0
282,33.35,5.65,1,3,372.0
283,33.75,5.95,1,3,372.0
284,33.4,6.2,1,3,372.0
285,34.45,5.8,1,3,372.0
286,34.65,5.65,1,4,372.0
287,34.65,6.25,1,3,372.0
288,35.25,6.25,1,3,372.0
289,34.35,6.8,1,3,372.0
290,34.1,7.15,1,3,372.0
291,34.45,7.3,1,3,372.0
292,34.7,7.2,1,3,372.0
293,34.85,7.0,1,3,372.0
294,34.35,7.75,1,3,372.0
295,34.55,7.85,1,3,372.0
296,35.05,8.0,1,3,372.0
297,35.5,8.05,1,3,372.0
298,35.8,7.1,1,3,372.0
299,36.6,6.7,1,3,372.0
300,36.75,7.25,1,3,372.0
301,36.5,7.4,1,3,372.0
302,35.95,7.9,1,3,372.0
303,36.1,8.1,1,3,372.0
304,36.15,8.4,1,3,372.0
305,37.6,7.35,1,3,372.0
306,37.9,7.65,1,3,372.0
307,29.15,4.4,1,4,372.0
308,34.9,9.0,1,3,372.0
309,35.3,9.4,1,3,372.0
310,35.9,9.35,1,3,372.0
311,36.0,9.65,1,3,372.0
312,35.75,10.0,1,3,372.0
313,36.7,9.15,1,3,372.0
314,36.6,9.8,1,3,372.0
315,36.9,9.75,1,3,372.0
316,37.25,10.15,1,3,372.0
317,36.4,10.15,1,3,372.0
318,36.3,10.7,1,3,372.0
319,36.75,10.85,1,3,372.0
320,38.15,9.7,1,3,372.0
321,38.4,9.45,1,3,372.0
322,38.35,10.5,1,3,372.0
323,37.7,10.8,1,3,372.0
324,37.45,11.15,1,3,372.0
325,37.35,11.4,1,3,372.0
326,37.0,11.75,1,3,372.0
327,36.8,12.2,1,3,372.0
328,37.15,12.55,1,3,372.0
329,37.25,12.15,1,3,372.0
330,37.65,11.95,1,3,372.0
331,37.95,11.85,1,3,372.0
332,38.6,11.75,1,3,372.0
333,38.5,12.2,1,3,372.0
334,38.0,12.95,1,3,372.0
335,37.3,13.0,1,3,372.0
336,37.5,13.4,1,3,372.0
337,37.85,14.5,1,3,372.0
338,38.3,14.6,1,3,372.0
339,38.05,14.45,1,3,372.0
340,38.35,14.35,1,3,372.0
341,38.5,14.25,1,3,372.0
342,39.3,14.2,1,3,372.0
343,39.0,13.2,1,3,372.0
344,38.95,12.9,1,3,372.0
345,39.2,12.35,1,3,372.0
346,39.5,11.8,1,3,372.0
347,39.55,12.3,1,3,372.0
348,39.75,12.75,1,3,372.0
349,40.2,12.8,1,3,372.0
350,40.4,12.05,1,3,372.0
351,40.45,12.5,1,3,372.0
352,40.55,13.15,1,3,372.0
353,40.45,14.5,1,3,372.0
354,40.2,14.8,1,3,372.0
355,40.65,14.9,1,3,372.0
356,40.6,15.25,1,3,372.0
357,41.3,15.3,1,3,372.0
358,40.95,15.7,1,3,372.0
359,41.25,16.8,1,3,372.0
360,40.95,17.05,1,3,372.0
361,40.7,16.45,1,3,372.0
362,40.45,16.3,1,3,372.0
363,39.9,16.2,1,3,372.0
364,39.65,16.2,1,3,372.0
365,39.25,15.5,1,3,372.0
366,38.85,15.5,1,3,372.0
367,38.3,16.5,1,3,372.0
368,38.75,16.85,1,3,372.0
369,39.0,16.6,1,3,372.0
370,38.25,17.35,1,3,372.0
371,39.5,16.95,1,3,372.0
372,39.9,17.05,1,3,372.0
