point_id,x,y,point_type,CId,# of distance/similarity calculations
93,170.83,311.777,1,2,200
94,181.997,312.281,1,2,200
95,151.534,315.214,1,2,200
96,158.234,316.942,1,2,200
97,156.903,318.774,1,2,200
98,131.505,318.993,1,2,200
99,171.829,319.959,1,2,200
100,188.385,321.231,1,2,200
101,175.094,321.902,1,2,200
102,149.332,322.096,1,2,200
103,132.401,322.735,1,2,200
104,150.449,322.89,1,2,200
105,172.762,324.576,1,2,200
106,178.86,324.684,1,2,200
107,129.898,326.107,1,2,200
108,140.855,327.583,1,2,200
109,167.174,328.263,1,2,200
110,163.921,328.34,1,2,200
111,145.897,328.558,1,2,200
112,180.488,328.618,1,2,200
113,125.823,328.684,1,2,200
114,154.945,329.416,1,2,200
115,188.031,330.014,1,2,200
116,174.682,330.318,1,2,200
117,162.439,330.402,1,2,200
118,128.484,330.468,1,2,200
119,156.03,330.695,1,2,200
120,187.152,331.229,1,2,200
121,168.092,331.83,1,2,200
122,129.107,332.022,1,2,200
123,129.6,333.61,1,2,200
124,158.713,334.341,1,2,200
125,169.774,334.662,1,2,200
126,191.52,334.977,1,2,200
127,133.87,335.02,1,2,200
128,160.971,335.471,1,2,200
129,185.668,335.604,1,2,200
130,200.468,335.644,1,2,200
131,164.317,335.97,1,2,200
132,142.494,336.65,1,2,200
133,197.979,337.757,1,2,200
134,192.739,338.016,1,2,200
135,123.22,338.794,1,2,200
136,132.062,338.832,1,2,200
137,184.485,339.211,1,2,200
138,162.725,339.915,1,2,200
139,136.333,340.328,1,2,200
140,167.759,340.476,1,2,200
141,188.627,340.491,1,2,200
142,166.321,342.129,1,2,200
143,159.853,342.331,1,2,200
144,193.875,342.382,1,2,200
145,152.072,342.404,1,2,200
146,197.029,342.743,1,2,200
147,132.796,343.359,1,2,200
148,176.53,343.547,1,2,200
149,179.363,343.574,1,2,200
150,178.037,343.672,1,2,200
151,152.655,345.182,1,2,200
152,165.121,345.513,1,2,200
153,162.034,345.997,1,2,200
154,125.206,346.962,1,2,200
155,171.972,349.879,1,2,200
156,191.181,349.959,1,2,200
157,161.773,350.404,1,2,200
158,168.823,350.884,1,2,200
159,127.327,350.908,1,2,200
160,182.901,351.725,1,2,200
161,183.617,352.579,1,2,200
162,175.568,353.932,1,2,200
163,156.466,354.278,1,2,200
164,159.181,354.447,1,2,200
165,184.109,355.875,1,2,200
166,144.133,356.156,1,2,200
167,163.283,357.159,1,2,200
168,174.195,357.187,1,2,200
169,185.038,359.301,1,2,200
170,146.451,359.416,1,2,200
171,142.978,361.95,1,2,200
172,134.443,361.955,1,2,200
173,194.452,363.123,1,2,200
174,144.727,363.41,1,2,200
175,172.193,364.859,1,2,200
176,142.127,365.116,1,2,200
177,186.492,366.136,1,2,200
178,163.71,366.165,1,2,200
179,154.581,366.177,1,2,200
180,141.478,367.346,1,2,200
181,139.807,367.959,1,2,200
182,147.813,369.185,1,2,200
183,138.191,369.528,1,2,200
184,156.592,370.709,1,2,200
185,138.571,371.407,1,2,200
186,176.65,371.485,1,2,200
187,157.497,371.658,1,2,200
188,183.168,372.223,1,2,200
189,170.311,372.819,1,2,200
190,181.366,373.854,1,2,200
191,151.856,375.167,1,2,200
192,165.883,375.174,1,2,200
193,177.629,375.408,1,2,200
194,155.613,377.032,1,2,200
195,152.479,377.285,1,2,200
196,155.358,377.929,1,2,200
197,179.727,378.364,1,2,200
198,147.366,379.114,1,2,200
199,162.91,380.567,1,2,200
