point_id,x,y,point_type,CId,# of distance/similarity calculations
76,624.855,360.424,1,3,8
77,662.42,360.72,1,2,8
78,626.761,363.811,1,3,8
79,667.14,364.033,1,2,8
80,637.609,364.503,1,3,8
81,648.763,364.824,1,3,8
82,638.583,365.65,1,3,8
83,666.254,366.738,1,2,8
84,653.469,370.728,1,3,8
85,650.43,371.572,1,3,8
86,661.43,372.276,1,3,8
87,153.879,308.064,1,4,8
88,178.29,308.199,1,4,8
89,166.838,308.485,1,4,8
90,153.41,309.122,1,4,8
91,153.636,309.867,1,4,8
92,148.658,310.898,1,4,8
93,170.83,311.777,1,4,8
94,181.997,312.281,1,4,8
95,151.534,315.214,1,4,8
96,158.234,316.942,1,4,8
97,156.903,318.774,1,4,8
98,131.505,318.993,1,4,8
99,171.829,319.959,1,4,8
100,188.385,321.231,1,4,8
101,175.094,321.902,1,4,8
102,149.332,322.096,1,4,8
103,132.401,322.735,1,4,8
104,150.449,322.89,1,4,8
105,172.762,324.576,1,4,8
106,178.86,324.684,1,4,8
107,129.898,326.107,1,4,8
108,140.855,327.583,1,4,8
109,167.174,328.263,1,4,8
110,163.921,328.34,1,4,8
111,145.897,328.558,1,4,8
112,180.488,328.618,1,4,8
113,125.823,328.684,1,4,8
114,154.945,329.416,1,4,8
115,188.031,330.014,1,4,8
116,174.682,330.318,1,4,8
117,162.439,330.402,1,4,8
118,128.484,330.468,1,4,8
119,156.03,330.695,1,4,8
120,187.152,331.229,1,4,8
121,168.092,331.83,1,4,8
122,129.107,332.022,1,4,8
123,129.6,333.61,1,4,8
124,158.713,334.341,1,4,8
125,169.774,334.662,1,4,8
126,191.52,334.977,1,4,8
127,133.87,335.02,1,4,8
128,160.971,335.471,1,4,8
129,185.668,335.604,1,4,8
130,200.468,335.644,1,4,8
131,164.317,335.97,1,4,8
132,142.494,336.65,1,4,8
133,197.979,337.757,1,4,8
134,192.739,338.016,1,4,8
135,123.22,338.794,1,4,8
136,132.062,338.832,1,4,8
137,184.485,339.211,1,4,8
138,162.725,339.915,1,4,8
139,136.333,340.328,1,4,8
140,167.759,340.476,1,4,8
141,188.627,340.491,1,4,8
142,166.321,342.129,1,4,8
143,159.853,342.331,1,4,8
144,193.875,342.382,1,4,8
145,152.072,342.404,1,4,8
146,197.029,342.743,1,4,8
147,132.796,343.359,1,4,8
148,176.53,343.547,1,4,8
149,179.363,343.574,1,4,8
150,178.037,343.672,1,4,8
151,152.655,345.182,1,4,8
152,165.121,345.513,1,4,8
153,162.034,345.997,1,4,8
154,125.206,346.962,1,4,8
155,171.972,349.879,1,4,8
156,191.181,349.959,1,4,8
157,161.773,350.404,1,4,8
158,168.823,350.884,1,4,8
159,127.327,350.908,1,4,8
160,182.901,351.725,1,4,8
161,183.617,352.579,1,4,8
162,175.568,353.932,1,4,8
163,156.466,354.278,1,4,8
164,159.181,354.447,1,4,8
165,184.109,355.875,1,4,8
166,144.133,356.156,1,4,8
167,163.283,357.159,1,4,8
168,174.195,357.187,1,4,8
169,185.038,359.301,1,4,8
170,146.451,359.416,1,4,8
171,142.978,361.95,1,4,8
172,134.443,361.955,1,4,8
173,194.452,363.123,1,4,8
174,144.727,363.41,1,4,8
175,172.193,364.859,1,4,8
176,142.127,365.116,1,4,8
177,186.492,366.136,1,4,8
178,163.71,366.165,1,4,8
179,154.581,366.177,1,4,8
180,141.478,367.346,1,4,8
181,139.807,367.959,1,4,8
182,147.813,369.185,1,4,8
183,138.191,369.528,1,4,8
184,156.592,370.709,1,4,8
185,138.571,371.407,1,4,8
186,176.65,371.485,1,4,8
187,157.497,371.658,1,4,8
188,183.168,372.223,1,4,8
189,170.311,372.819,1,4,8
190,181.366,373.854,1,4,8
191,151.856,375.167,1,4,8
192,165.883,375.174,1,4,8
193,177.629,375.408,1,4,8
194,155.613,377.032,1,4,8
195,152.479,377.285,1,4,8
196,155.358,377.929,1,4,8
197,179.727,378.364,1,4,8
198,147.366,379.114,1,4,8
199,162.91,380.567,1,4,8
