point_id,x,y,point_type,CId,# of distance/similarity calculations
112,10.6,18.9,1,14,240.0
113,11.15,19.0,1,14,240.0
114,11.9,18.85,0,14,3120.0
115,12.6,18.9,0,14,2400.0
116,11.8,19.45,1,14,240.0
117,11.05,19.45,1,14,240.0
118,10.3,19.4,1,14,240.0
119,9.9,19.75,1,14,240.0
120,10.45,20.0,1,14,240.0
121,13.05,19.9,0,14,2160.0
122,12.5,19.75,0,14,2880.0
123,11.9,20.05,1,14,240.0
124,11.2,20.25,1,14,240.0
125,10.85,20.85,0,14,3600.0
126,11.4,21.25,0,14,2880.0
127,11.7,20.6,1,14,240.0
128,12.3,20.45,1,14,240.0
129,12.95,20.55,0,14,2400.0
130,12.55,20.95,1,14,240.0
131,12.05,21.25,1,14,240.0
132,11.75,22.1,0,14,2160.0
133,12.25,21.85,1,14,240.0
134,12.8,21.5,1,14,240.0
135,13.55,21.0,0,14,1920.0
136,13.6,21.6,0,14,1440.0
137,12.95,22.0,1,14,240.0
138,12.5,22.25,0,14,1680.0
139,12.2,22.85,0,14,1200.0
140,12.7,23.35,0,14,720.0
141,13.0,22.7,0,14,1200.0
142,13.55,22.2,0,14,1200.0
143,14.05,22.25,0,14,960.0
144,14.2,23.05,0,14,240.0
145,14.1,23.6,0,14,240.0
146,13.5,22.8,0,14,720.0
147,13.35,23.5,0,14,480.0
148,13.3,24.0,0,14,240.0
149,7.3,19.15,1,14,240.0
150,7.95,19.35,1,14,240.0
151,7.7,20.05,0,16,2880.0
152,6.75,19.9,0,16,2880.0
153,5.25,20.35,0,16,2160.0
154,6.15,20.7,0,16,1920.0
155,7.0,20.7,0,16,2400.0
156,7.6,21.2,0,16,2880.0
157,8.55,20.6,0,16,2880.0
158,9.35,20.5,0,16,3120.0
159,8.3,21.45,0,16,2640.0
160,7.9,21.6,1,16,240.0
161,7.15,21.75,1,16,240.0
162,6.7,21.3,1,16,240.0
163,5.2,21.1,0,16,1680.0
164,6.2,21.95,0,16,3120.0
165,6.75,22.4,1,16,240.0
166,6.15,22.5,1,16,240.0
167,5.65,22.2,0,16,2880.0
168,4.65,22.55,0,16,1200.0
169,4.1,23.45,0,16,960.0
170,5.35,22.8,0,16,3360.0
171,7.4,22.6,1,16,240.0
172,7.75,22.1,1,16,240.0
173,8.5,22.3,1,16,240.0
174,9.3,22.0,0,16,1920.0
175,9.7,22.95,0,16,1680.0
176,8.8,22.95,0,16,3840.0
177,8.05,22.9,1,16,240.0
178,7.6,23.15,1,16,240.0
179,6.85,23.0,1,16,240.0
180,6.2,23.25,1,16,240.0
181,5.7,23.4,1,16,240.0
182,5.1,23.55,1,16,240.0
183,4.55,24.15,0,16,2400.0
184,5.5,24.0,1,16,240.0
185,6.1,24.05,1,16,240.0
186,6.5,23.6,1,16,240.0
187,6.75,23.95,1,16,240.0
188,7.3,23.75,1,16,240.0
189,8.3,23.4,1,16,240.0
190,8.9,23.7,1,16,240.0
191,9.55,23.65,0,16,2880.0
192,10.35,24.1,0,16,1200.0
193,7.95,24.05,1,16,240.0
194,3.95,24.4,0,16,1200.0
195,3.75,25.25,0,16,720.0
196,3.9,25.95,0,16,480.0
197,4.55,26.65,0,16,1200.0
198,5.25,26.75,0,16,1920.0
199,6.5,27.6,0,16,1680.0
200,7.45,27.6,0,16,1920.0
201,8.35,27.35,0,16,1920.0
202,9.25,27.2,0,16,1440.0
203,9.95,26.5,0,16,1440.0
204,10.55,25.6,0,16,960.0
205,9.9,24.95,0,16,2400.0
206,9.2,24.5,1,16,240.0
207,8.55,24.2,1,16,240.0
208,8.8,24.8,1,16,240.0
209,9.2,25.35,1,16,240.0
210,9.55,26.05,0,16,2640.0
211,9.05,26.6,0,16,2400.0
212,8.8,25.8,1,16,240.0
213,8.15,26.35,1,16,240.0
214,8.05,25.8,1,16,240.0
215,8.35,25.2,1,16,240.0
216,7.9,25.3,1,16,240.0
217,8.05,24.7,1,16,240.0
218,7.3,24.4,1,16,240.0
219,7.55,24.85,1,16,240.0
220,6.85,24.45,1,16,240.0
221,6.25,24.65,1,16,240.0
222,5.55,24.5,1,16,240.0
223,4.65,25.1,0,16,2640.0
224,5.0,25.55,0,16,3120.0
225,5.55,26.1,1,16,240.0
226,5.55,25.25,1,16,240.0
227,6.2,25.2,1,16,240.0
228,6.8,25.05,1,16,240.0
229,7.4,25.25,1,16,240.0
230,6.65,25.45,1,16,240.0
231,6.15,25.8,1,16,240.0
232,6.5,26.1,1,16,240.0
233,6.6,26.6,1,16,240.0
234,7.7,26.65,1,16,240.0
235,7.5,26.2,1,16,240.0
236,7.5,25.65,1,16,240.0
237,7.05,25.85,1,16,240.0
238,6.9,27.15,0,16,2880.0
239,6.15,26.9,0,16,2880.0
