point_id,x,y,point_type,CId,# of distance/similarity calculations
99,34.9,17.0,1,4,6.0
100,34.75,17.45,1,4,6.0
101,34.3,17.35,1,4,6.0
102,34.3,16.8,1,4,6.0
103,33.9,17.2,1,4,6.0
104,33.35,17.05,1,4,6.0
105,32.85,16.95,1,4,6.0
106,33.55,16.6,1,4,6.0
107,34.0,16.4,1,4,6.0
108,32.45,17.2,1,4,6.0
109,32.1,16.85,1,4,6.0
110,31.7,16.65,1,4,6.0
111,31.2,16.35,1,4,6.0
112,30.95,15.75,1,4,6.0
113,31.15,15.35,1,4,6.0
114,31.45,15.1,1,4,6.0
115,31.75,14.7,1,4,6.0
116,32.15,14.35,1,4,6.0
117,32.65,14.15,1,4,6.0
118,33.15,14.05,1,4,6.0
119,33.8,13.9,1,4,6.0
120,34.35,14.2,1,4,6.0
121,34.3,14.85,1,4,6.0
122,34.05,15.35,1,4,6.0
123,33.9,15.95,1,4,6.0
124,33.35,16.05,1,4,6.0
125,33.0,16.5,1,4,6.0
126,32.45,16.6,1,4,6.0
127,31.95,16.25,1,4,6.0
128,31.5,15.85,1,4,6.0
129,31.75,15.4,1,4,6.0
130,32.15,15.8,1,4,6.0
131,32.55,16.1,1,4,6.0
132,32.9,15.7,1,4,6.0
133,32.55,15.4,1,4,6.0
134,32.05,15.2,1,4,6.0
135,32.5,14.8,1,4,6.0
136,33.0,15.25,1,4,6.0
137,33.5,15.6,1,4,6.0
138,33.6,15.05,1,4,6.0
139,32.9,14.7,1,4,6.0
140,33.3,14.5,1,4,6.0
141,33.8,14.5,1,4,6.0
142,9.2,22.35,1,6,6.0
143,10.9,22.35,1,6,6.0
144,12.45,22.3,1,6,6.0
145,13.95,22.05,1,7,6.0
146,14.65,20.3,1,7,6.0
147,13.15,20.8,1,7,6.0
148,11.6,20.95,1,6,6.0
149,10.25,21.25,1,6,6.0
150,9.2,20.8,1,6,6.0
151,8.05,21.55,1,6,6.0
152,7.15,19.9,1,6,6.0
153,8.55,20.0,1,6,6.0
154,8.5,19.2,1,6,6.0
155,7.35,18.3,1,6,6.0
156,8.25,16.65,1,6,6.0
157,8.95,18.0,1,6,6.0
158,9.6,18.85,1,6,6.0
159,9.65,19.75,1,6,6.0
160,10.2,20.25,1,6,6.0
161,10.9,20.3,1,6,6.0
162,12.15,20.0,1,7,6.0
163,11.25,19.75,1,6,6.0
164,10.8,19.6,1,6,6.0
165,10.4,19.55,1,6,6.0
166,10.65,19.35,1,6,6.0
167,10.3,19.15,1,6,6.0
168,10.95,19.1,1,7,6.0
169,10.6,18.85,1,6,6.0
170,10.05,18.1,1,6,6.0
171,10.35,16.9,1,7,6.0
172,10.05,15.9,1,7,6.0
173,11.15,18.1,1,7,6.0
174,12.1,18.75,1,7,6.0
175,13.2,19.2,1,7,6.0
176,11.5,17.1,1,7,6.0
177,12.65,17.65,1,7,6.0
178,14.45,18.35,1,7,6.0
179,13.9,16.7,1,7,6.0
180,12.6,15.8,1,7,6.0
181,15.95,20.75,1,7,6.0
182,16.95,21.6,1,7,6.0
183,17.9,21.95,1,7,6.0
184,19.0,22.7,1,7,6.0
185,20.45,22.75,1,7,6.0
186,19.1,21.7,1,7,6.0
187,20.4,21.4,1,2,6.0
188,21.95,21.9,1,2,6.0
189,18.65,20.7,1,7,6.0
190,17.75,20.55,1,7,6.0
191,17.05,19.85,1,7,6.0
192,15.75,19.45,1,7,6.0
193,15.75,18.25,1,7,6.0
194,16.35,16.9,1,2,6.0
195,17.2,15.9,1,2,6.0
196,17.9,17.0,1,2,6.0
197,17.3,17.75,1,2,6.0
198,17.0,18.9,1,7,6.0
199,17.8,18.65,1,2,6.0
200,17.85,19.5,1,7,6.0
201,18.5,19.9,1,7,6.0
202,19.1,19.95,1,2,6.0
203,19.55,20.55,1,2,6.0
204,20.1,19.9,1,2,6.0
205,19.55,19.3,1,2,6.0
206,18.95,19.3,1,2,6.0
207,18.55,19.2,1,2,6.0
208,18.45,18.85,1,2,6.0
209,18.85,18.9,1,2,6.0
210,19.2,18.8,1,2,6.0
211,18.75,18.55,1,2,6.0
212,18.3,18.1,1,2,6.0
213,19.1,17.8,1,2,6.0
214,19.0,16.75,1,2,6.0
215,18.75,15.5,1,2,6.0
216,19.65,18.2,1,2,6.0
217,20.1,18.95,1,2,6.0
218,21.25,20.4,1,2,6.0
219,21.45,19.0,1,2,6.0
220,20.9,17.9,1,2,6.0
221,20.25,17.2,1,2,6.0
222,20.1,15.4,1,2,6.0
223,21.4,15.95,1,2,6.0
224,22.2,17.15,1,2,6.0
225,11.4,12.55,1,7,6.0
226,12.05,12.75,1,7,6.0
227,12.7,13.0,1,2,6.0
228,13.35,13.05,1,2,6.0
229,14.2,12.95,1,2,6.0
230,15.05,12.95,1,2,6.0
231,15.6,12.95,1,2,6.0
232,16.1,13.1,1,2,6.0
233,15.95,12.6,1,2,6.0
234,15.4,12.45,1,2,6.0
235,14.65,12.4,1,2,6.0
236,13.85,12.4,1,2,6.0
237,13.15,12.2,1,2,6.0
238,12.65,12.4,1,2,6.0
239,11.9,12.1,1,2,6.0
240,12.0,11.5,1,2,6.0
241,12.65,11.65,1,2,6.0
242,13.4,11.65,1,2,6.0
243,14.1,11.7,1,2,6.0
244,14.6,11.8,1,2,6.0
245,15.2,11.95,1,2,6.0
246,15.05,11.55,1,2,6.0
247,14.45,11.2,1,2,6.0
248,13.95,10.9,1,2,6.0
249,13.05,11.1,1,2,6.0
250,13.55,10.65,1,2,6.0
251,12.45,10.9,1,2,6.0
252,13.2,10.25,1,2,6.0
253,11.25,11.1,1,2,6.0
254,11.25,11.85,1,7,6.0
255,10.7,12.25,1,7,6.0
256,10.05,11.85,1,7,6.0
257,10.6,11.6,1,7,6.0
258,9.75,11.35,1,7,6.0
259,10.4,10.9,1,2,6.0
260,9.75,10.6,1,7,6.0
261,9.75,9.8,1,2,6.0
262,10.35,10.2,1,2,6.0
263,10.9,10.4,1,2,6.0
264,11.7,10.55,1,2,6.0
265,12.4,10.1,1,2,6.0
266,12.9,9.7,1,2,6.0
267,12.35,9.65,1,2,6.0
268,11.85,10.0,1,2,6.0
269,11.15,9.8,1,2,6.0
270,10.65,9.55,1,2,6.0
271,10.1,9.25,1,2,6.0
272,10.75,9.0,1,2,6.0
273,11.1,9.3,1,2,6.0
274,11.7,9.4,1,2,6.0
275,12.15,9.1,1,2,6.0
276,12.85,9.05,1,2,6.0
277,12.45,8.7,1,2,6.0
278,11.95,8.25,1,2,6.0
279,11.7,8.85,1,2,6.0
280,11.3,8.5,1,2,6.0
281,11.55,7.95,1,2,6.0
282,12.9,8.5,1,3,6.0
283,13.25,8.05,1,4,6.0
284,12.65,7.95,1,3,6.0
285,12.1,7.6,1,4,6.0
286,11.65,7.35,1,3,6.0
287,12.2,7.0,1,4,6.0
288,11.8,6.65,1,4,6.0
289,12.65,7.3,1,4,6.0
290,13.2,7.55,1,4,6.0
291,13.65,7.75,1,4,6.0
292,14.35,7.55,1,4,6.0
293,13.8,7.3,1,4,6.0
294,13.35,6.85,1,4,6.0
295,12.7,6.7,1,4,6.0
296,12.45,6.25,1,4,6.0
297,13.2,5.85,1,4,6.0
298,13.65,6.25,1,4,6.0
299,14.1,6.75,1,4,6.0
300,14.7,6.9,1,4,6.0
301,15.0,7.5,1,4,6.0
302,15.85,7.3,1,4,6.0
303,15.35,7.05,1,4,6.0
304,15.1,6.35,1,4,6.0
305,14.45,6.3,1,4,6.0
306,14.75,5.75,1,4,6.0
307,13.95,5.8,1,4,6.0
308,15.5,5.9,1,4,6.0
309,15.8,6.4,1,4,6.0
310,16.05,6.85,1,4,6.0
311,16.55,7.1,1,4,6.0
312,16.7,6.5,1,4,6.0
313,16.25,6.1,1,4,6.0
314,17.05,6.25,1,4,6.0
315,15.85,11.55,1,2,6.0
316,15.9,12.1,1,2,6.0
317,16.3,11.65,1,2,6.0
318,16.55,12.05,1,2,6.0
319,16.5,12.6,1,2,6.0
320,16.75,13.1,1,2,6.0
321,17.5,13.0,1,2,6.0
322,17.15,12.65,1,2,6.0
323,17.1,12.1,1,2,6.0
324,16.9,11.7,1,2,6.0
325,17.4,11.65,1,3,6.0
326,17.55,12.1,1,2,6.0
327,17.75,12.65,1,2,6.0
328,18.3,12.75,1,2,6.0
329,18.25,12.25,1,3,6.0
330,18.0,11.95,1,3,6.0
331,17.85,11.5,1,3,6.0
332,18.3,11.65,1,3,6.0
333,18.6,12.0,1,3,6.0
334,18.85,12.45,1,3,6.0
335,19.1,11.8,1,4,6.0
336,18.85,11.45,1,4,6.0
337,18.5,11.15,1,4,6.0
338,18.95,10.8,1,4,6.0
339,19.3,11.15,1,4,6.0
340,19.4,10.7,1,4,6.0
341,19.25,10.35,1,4,6.0
342,19.9,10.6,1,4,6.0
343,19.65,10.15,1,4,6.0
344,19.45,9.75,1,4,6.0
345,19.9,9.45,1,4,6.0
346,20.3,10.05,1,4,6.0
347,20.65,10.35,1,4,6.0
348,21.25,10.1,1,4,6.0
349,20.9,9.9,1,4,6.0
350,21.65,9.65,1,4,6.0
351,21.15,9.35,1,4,6.0
352,20.5,9.4,1,4,6.0
353,19.5,9.2,1,4,6.0
354,19.95,8.85,1,4,6.0
355,20.65,8.8,1,4,6.0
356,21.2,8.7,1,4,6.0
357,21.9,8.85,1,4,6.0
358,21.75,8.25,1,4,6.0
359,21.65,7.8,1,4,6.0
360,21.05,8.0,1,4,6.0
361,20.3,8.2,1,4,6.0
362,19.4,8.7,1,4,6.0
363,19.6,8.05,1,4,6.0
364,18.95,8.1,1,4,6.0
365,20.0,7.6,1,4,6.0
366,20.55,7.55,1,4,6.0
367,21.25,7.25,1,4,6.0
368,20.85,6.85,1,4,6.0
369,20.25,7.05,1,4,6.0
370,19.55,7.05,1,4,6.0
371,19.05,7.45,1,4,6.0
372,18.35,7.6,1,4,6.0
373,17.85,7.3,1,4,6.0
374,18.3,7.1,1,4,6.0
375,18.95,6.85,1,4,6.0
376,19.6,6.25,1,4,6.0
377,20.15,6.45,1,4,6.0
378,18.8,6.25,1,4,6.0
379,18.35,6.55,1,4,6.0
380,17.65,6.55,1,4,6.0
381,17.25,6.9,1,4,6.0
382,17.95,6.2,1,4,6.0
383,17.45,9.85,1,4,6.0
384,17.2,9.25,1,4,6.0
385,17.0,9.6,1,4,6.0
386,17.0,10.05,1,4,6.0
387,16.45,10.1,1,4,6.0
388,16.5,9.8,1,4,6.0
389,16.6,9.45,1,4,6.0
390,16.6,9.05,1,4,6.0
391,15.9,9.0,1,4,6.0
392,16.05,9.35,1,4,6.0
393,16.05,9.65,1,4,6.0
394,15.85,9.95,1,4,6.0
395,15.35,9.9,1,3,6.0
396,15.6,9.45,1,4,6.0
397,15.3,9.15,1,4,6.0
398,15.1,9.55,1,3,6.0
